movie_id,title,release_year,release_date,runtime,mpa_rating,mpa_rating_origin,imdb_score,votes,reviews_users,reviews_critics,budget,income_usa,income_ww,theater_opening,theater_total,country_1,country_2,country_3,studio,director,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,awards,contract_price,studio_score,price_class,writer_1,writer_2,actor_1,actor_2,actor_3,description,storyline
tt4535650,Dilwale,2015,12-18-2015,158,NC-17,Unrat,5.2,29528,265,49,.,4871263,31994323,268,268,Ind,,,UTV,Rohit Shetty,Action,Comedy,Drama,Romance,,,,,7 wins & 8 nominations.,2070,1,1,Yunus Sajawal,Farhad Samji,Shah Rukh Khan,Kajol,Varun Dhawan,"The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.",Raj is a Mafia member. One day he meet a girl (Meera) while chasing by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers lives separate until their siblings fallen in love. With this new love story their paths intertwines again.
tt0427152,Dinner for Schmucks,2010,07-30-2010,114,PG-13,PG-13,5.9,93192,293,189,69000000,73026337,86855739,2911,3046,USA,,,P/DW,Jay Roach,Comedy,,,,,,,,1 nomination.,2145,4,1,David Guion,Michael Handelman,Steve Carell,Paul Rudd,Zach Galifianakis,"When he finds out that his work superiors host a dinner celebrating the idiocy of their guests, a rising executive questions it when he's invited, just as he befriends a man who would be the perfect guest.","Tim (Rudd) is a rising executive who ""succeeds"" in finding the perfect guest, IRS employee Barry (Carell), for his boss's monthly event, a so-called ""dinner for idiots,"" which offers certain advantages to the exec who shows up with the biggest buffoon."
tt1860213,Dirty Grandpa,2016,01-22-2016,102,R,R,5.9,104880,263,186,25000000,35593113,94073028,2912,2912,USA,,,LIONSGATE,Dan Mazer,Comedy,,,,,,,,2 wins & 11 nominations.,2195,6,1,John Phillips,,Robert De Niro,Zac Efron,Zoey Deutch,"Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.","Jason Kelly, the grandson of Dick Kelly, loses his grandmother about two weeks before his wedding to Meredith. He tries to assist his grandfather and console him for his loss, but was rather tricked into a spring break road trip; chasing youth once again. with the help of Shadia and Lenore, the two men go on an adventure they'll never forget."
tt1213644,Disaster Movie,2008,08-29-2008,87,PG-13,PG-13,1.9,84202,399,110,20000000,14190901,34816824,2642,2642,USA,,,LIONSGATE,Jason Friedberg,Comedy,,,,,,,,1 win & 6 nominations.,2195,6,1,Jason Friedberg,Aaron Seltzer,Matt Lanter,Vanessa Lachey,Gary 'G. Thang' Johnson,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.","Will, Lisa, and two of their friends attempt to flee man-made and natural disasters and encounter Batman, Hancock, The Hulk, Indiana Jones, Hannah Montana, Michael Jackson, Beowulf, the Love Guru, Iron Man, rabid chipmunks amongst others in their seemingly vain efforts to seek help and shelter from unknown threats."
tt1433811,Disconnect,2012,07-05-2013,115,R,R,7.5,70769,137,128,10000000,1436900,3428048,15,180,USA,,,LD,Henry Alex Rubin,Drama,Thriller,,,,,,,,2095,2,1,Andrew Stern,,Jason Bateman,Hope Davis,Frank Grillo,A drama centered on a group of people searching for human connections in today's wired world.,"A hard-working lawyer, attached to his cell phone, can't find the time to communicate with his family. A couple is drawn into a dangerous situation when their secrets are exposed online. A widowed ex-cop struggles to raise a mischievous son who cyber-bullies a classmate. An ambitious journalist sees a career-making story in a teen that performs on an adult-only site. They are strangers, neighbors and colleagues and their stories collide in this riveting dramatic thriller about ordinary people struggling to"
tt1136608,District 9,2009,08-14-2009,112,R,R,7.9,613333,1337,479,30000000,115646235,210819611,3049,3180,Sou,USA,New Z,TriS,Neill Blomkamp,Action,Sci-Fi,Thriller,,,,,,Nominated for 4 Oscars.,2550,4,10,Neill Blomkamp,Terri Tatchell,Sharlto Copley,Jason Cope,Nathalie Boltt,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,"In 1982, a massive star ship bearing a bedraggled alien population, nicknamed ""The Prawns,"" appeared over Johannesburg, South Africa. Twenty-eight years later, the initial welcome by the human population has faded. The refugee camp where the aliens were located has deteriorated into a militarized ghetto called District 9, where they are confined and exploited in squalor. In 2010, the munitions corporation, Multi-National United, is contracted to forcibly evict the population with operative Wikus van der Mer"
tt0486822,Disturbia,2007,04-13-2007,105,PG-13,PG-13,6.8,210191,516,242,20000000,80209692,117760134,2925,3132,USA,Spain,,P/DW,D.J. Caruso,Crime,Drama,Mystery,Thriller,,,,,4 wins & 6 nominations.,2145,4,1,Christopher Landon,Carl Ellsworth,Shia LaBeouf,Sarah Roemer,Carrie-Anne Moss,A teen living under house arrest becomes convinced his neighbor is a serial killer.,"After his father is killed in a car accident, things unravel for Kale Brecht and he is placed under house-arrest for punching his Spanish teacher. Having nothing better to do, Kale occupies himself by spying on his neighbors. But one night, he witnesses what appears to be a murder going on in Mr. Turner's house. Kale becomes obsessed with uncovering the truth behind these murders but, after a few unsettling run-ins with Mr. Turner, it becomes a matter of life and death. And the ominous question: Who is watc"
tt1840309,Divergent,2014,03-21-2014,139,PG-13,PG-13,6.7,405822,777,472,85000000,150947895,288885818,3936,3936,USA,,,LG/S,Neil Burger,Action,Adventure,Mystery,Sci-Fi,,,,,7 wins & 11 nominations.,2145,4,1,Evan Daugherty,Vanessa Taylor,Shailene Woodley,Theo James,Ashley Judd,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.","Set in a futuristic dystopia where society is divided into five factions that each represent a different virtue, teenagers have to decide if they want to stay in their faction or switch to another - for the rest of their lives. Tris Prior makes a choice that surprises everyone. Then Tris and her fellow faction-members have to live through a highly competitive initiation process to live out the choice they have made. They must undergo extreme physical and intense psychological tests, that transform them all."
tt1853728,Django Unchained,2012,12-25-2012,165,R,R,8.4,1249336,1407,829,100000000,162805434,425368238,3010,3012,USA,,,Wein.,Quentin Tarantino,Drama,Western,,,,,,,Won 2 Oscars.,2600,6,10,Quentin Tarantino,,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","In 1858, a bounty hunter named Schultz seeks out a slave named Django and buys him because he needs him to find some men he is looking for. After finding them, Django wants to find his wife, Broomhilda, who along with him were sold separately by his former owner for trying to escape. Schultz offers to help him if he chooses to stay with him and be his partner. Eventually they learn that she was sold to a plantation in Mississippi. Knowing they can't just go in and say they want her, they come up with a plan"
tt1211837,Doctor Strange,2016,11-04-2016,115,PG-13,PG-13,7.5,541463,880,571,165000000,232641920,677718395,3882,3882,USA,,,BUENA VISTA,Scott Derrickson,Action,Adventure,Fantasy,Sci-Fi,,,,,Nominated for 1 Oscar.,2700,10,10,Jon Spaihts,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.","Marvel's ""Doctor Strange"" follows the story of the talented neurosurgeon Doctor Stephen Strange who, after a tragic car accident, must put ego aside and learn the secrets of a hidden world of mysticism and alternate dimensions. Based in New York City's Greenwich Village, Doctor Strange must act as an intermediary between the real world and what lies beyond, utilising a vast array of metaphysical abilities and artifacts to protect the Marvel Cinematic Universe."
tt0421054,Domino,2005,10-14-2005,127,R,R,5.9,62981,383,187,50000000,10169202,22984628,2223,2223,USA,,,NL,Tony Scott,Action,Biography,Crime,Drama,Thriller,,,,2 wins.,2145,4,1,Richard Kelly,Richard Kelly,Keira Knightley,Mickey Rourke,Edgar Ram　rez,A recounting of Domino Harvey's life story. The daughter of actor Laurence Harvey turned away from her career as a Ford model to become a bounty hunter.,"The daughter of an actor father and a social-climber mother, Domino Harvey, bored with her life, decides to join the team of Ed Moseby and becomes a bounty hunter. But she gets in trouble when the Mafia's money is stolen from an armored truck, while Moseby and his crew are participating in a reality show produced by Mark Heiss. The situation gets out of control when the sons of a rival mobster are kidnapped while the FBI is monitoring two gangs of mobsters."
tt2229499,Don Jon,2013,09-27-2013,90,R,R,6.5,219238,327,374,3000000,24477704,28277704,2422,2422,USA,,,Rela.,Joseph Gordon-Lev,Comedy,Drama,Romance,,,,,,2 wins & 27 nominations.,2145,4,1,Joseph Gordon-Levitt,,Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.","Jon Martello objectifies everything in his life: his apartment, his car, his family, his church, and, of course, women. His buddies even call him Don Jon because of his ability to pull ""10s"" every weekend without fail. Yet even the finest flings don't compare to the transcendent bliss he achieves alone in front of the computer watching pornography. Dissatisfied, he embarks on a journey to find a more gratifying sex life, but ends up learning larger lessons of life and love through relationships with two ver"
tt1270761,Don't Be Afraid of the Dark,2010,08-26-2011,99,R,R,5.5,45102,264,304,25000000,24046682,36993168,2760,2780,USA,Austra,Mexic,FD,Troy Nixey,Fantasy,Horror,Thriller,,,,,,4 nominations.,2145,4,1,Guillermo del Toro,Matthew Robbins,Bruce Gleeson,Eddie Ritchard,Garry McDonald,A young girl sent to live with her father and his new girlfriend believes that she has released creatures from a sealed ash pit in the basement of her new home.,"A young girl is sent to live with her estranged father and his girlfriend at their new home. The father, Alex has plans to spruce up the home with the help of his interior decorator girlfriend, Kim. The previous owner of the home was a famous painter who mysteriously disappeared. Alex's daughter, Sally, soon discovers the cause of the painter's disappearance."
tt4160708,Don't Breathe,2016,08-26-2016,88,R,R,7.1,195893,579,407,9900000,89217875,157100845,3051,3384,USA,Hungar,,SGem,Fede Alvarez,Crime,Horror,Thriller,,,,,,7 wins & 21 nominations.,2145,4,1,Fede Alvarez,Rodo Sayagues,Stephen Lang,Jane Levy,Dylan Minnette,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.","Rocky, a young woman wanting to start a better life for her and her sister, agrees to take part in the robbery of a house owned by a wealthy blind man with her boyfriend Money and their friend Alex. But when the blind man turns out to be a more ruthless adversary than he seems, the group must find a way to escape his home before they become his latest victims."
tt0419706,Doom,2005,10-21-2005,105,R,R,5.2,101401,855,238,60000000,28212337,55987321,3044,3044,UK,Czech,Germa,Universal,Andrzej Bartkowia,Action,Adventure,Fantasy,Horror,Sci-Fi,War,,,3 nominations.,2295,10,1,Dave Callaham,Wesley Strick,Karl Urban,Rosamund Pike,Deobia Oparei,Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.,Something has gone wrong at a remote scientific research station on Mars. All research has ceased. Communication has failed. And the messages that do get through are less than comforting. It's a level 5 quarantine and the only souls allowed in or out are the Rapid Response Tactical Squad - hardened Marines armed to the teeth with enough firepower to neutralize the enemy...or so they think.
tt0483607,Doomsday,2008,03-14-2008,108,R,R,6,69963,443,259,30000000,11008770,22211426,1936,1938,UK,USA,South,Rog.,Neil Marshall,Action,Sci-Fi,Thriller,,,,,,1 nomination.,2145,4,1,Neil Marshall,,Caryn Peterson,Adeola Ariyo,Emma Cleasby,A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.,"A lethal virus spreads throughout Scotland, infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in London. An elite group of specialists, including Eden Sinclair, is urgently dispatched into Scotland to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a la"
tt3850214,Dope,2015,06-19-2015,103,R,R,7.2,77652,115,196,7000000,17506470,17986781,2002,2002,USA,,,ORF,Rick Famuyiwa,Comedy,Crime,Drama,,,,,,6 wins & 23 nominations.,2145,4,1,Rick Famuyiwa,,ASAP Rocky,Blake Anderson,Bruce Beatty,"Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.","A coming of age comedy/drama for the post hip hop generation. Malcolm is a geek, carefully surviving life in The Bottoms, a tough neighborhood in Inglewood, CA filled with gangsters and drug dealers, while juggling his senior year of college applications, interviews and the SAT. His dream is to attend Harvard. A chance invitation to a big underground party leads Malcolm and his friends into an ""only in Los Angeles"" gritty adventure filled with offbeat characters and bad choices. If Malcolm can persevere, he"
tt0918927,Doubt,2008,12-25-2008,104,PG-13,PG-13,7.5,115572,388,300,20000000,33446470,51018161,15,1287,USA,,,Mira.,John Patrick Shan,Drama,Mystery,,,,,,,Nominated for 5 Oscars.,2145,4,1,John Patrick Shanley,John Patrick Shanley,Meryl Streep,Philip Seymour Hoffman,Amy Adams,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,"It's 1964, St. Nicholas in the Bronx. A charismatic priest, Father Flynn, is trying to upend the school's strict customs, which have long been fiercely guarded by Sister Aloysius Beauvier, the iron-gloved Principal who believes in the power of fear-based discipline. The winds of political change are sweeping through the community, and indeed, the school has just accepted its first black student, Donald Miller. But when Sister James, a hopeful innocent, shares with Sister Aloysius her guilt-inducing suspicio"
tt1389072,Downsizing,2017,12-22-2017,135,R,R,5.7,83118,804,356,68000000,24449754,55003890,2668,2668,USA,Norway,,Paramount,Alexander Payne,Drama,Sci-Fi,,,,,,,Nominated for 1 Golden Globe.,2295,10,1,Alexander Payne,Jim Taylor,Matt Damon,Christoph Waltz,Hong Chau,"A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.","A new world of possibilities awaits, thanks to a revolutionary medical procedure known as Downsizing. Billed as environmentally-friendly, many people choose to downsize for economic benefits. When the kindly occupational therapist, Paul, undergoes the new procedure, finding himself in this brand-new existence, he must choose between a sheltered life or making an impact in his own small way. Can he help save the planet and afford a nice lifestyle at the same time?"
tt0829150,Dracula Untold,2014,10-10-2014,92,PG-13,PG-13,6.3,167956,499,276,70000000,56280355,217124280,2885,2900,USA,UK,Irela,Universal,Gary Shore,Action,Drama,Fantasy,Horror,War,,,,3 wins & 5 nominations.,2385,10,3,Matt Sazama,Burk Sharpless,Luke Evans,Sarah Gadon,Dominic Cooper,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.","At the turn of the century, the young lord Vlad and his family live a peaceful life ruling over their small kingdom, but when a Turk warlord demands from Vlad a thousand boys and his son to create an army Vlad seeks a terrible power that will allow him to protect his kingdom and family from the Turks at a terrible cost."
tt2223990,Draft Day,2014,04-11-2014,110,PG-13,PG-13,6.8,49920,146,165,25000000,28842237,29462046,2781,2781,USA,,,LG/S,Ivan Reitman,Drama,Sport,,,,,,,1 nomination.,2145,4,1,Scott Rothman,Rajiv Joseph,Chris Berman,Dave Donaldson,Patrick St. Esprit,"At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.","It's draft day in the NFL, and as General Manager of the Cleveland Browns, Sonny is forced to come up with a big move. After trading for the number one pick, Sonny has to choose between a lower-ranked linebacker with a questionable past, or a celebrated quarterback with a questionable future. All the while, Sonny is walking in the footsteps of his father, and personal complications force their way to the surface."
tt1127180,Drag Me to Hell,2009,05-29-2009,99,PG-13,PG-13,6.5,180019,758,422,30000000,42100625,90842646,2508,2510,USA,Spain,Hunga,Universal,Sam Raimi,Horror,Thriller,,,,,,,7 wins & 22 nominations.,2285,6,3,Sam Raimi,Ivan Raimi,Alison Lohman,Justin Long,Lorna Raver,"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.","Christine Brown is a loan officer at a bank but is worried about her lot in life. She's in competition with a competent colleague for an assistant manager position and isn't too sure about her status with a boyfriend. Worried that her boss will think less of her if she shows weakness, she refuses a time extension on a loan to an old woman, Mrs. Ganush, who now faces foreclosure and the loss of her house. In retaliation, the old woman place a curse on her which, she subsequently learns, will result in her be"
tt1098327,Dragonball Evolution,2009,04-10-2009,85,PG,PG,2.5,67100,568,140,30000000,9362785,55720772,2181,2181,USA,Japan,Hindi,20th Century Fox,James Wong,Action,Adventure,Family,Fantasy,Sci-Fi,Thriller,,,1 nomination.,2195,6,1,Ben Ramsey,Akira Toriyama,Justin Chatwin,Yun-Fat Chow,Emmy Rossum,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.","The story begins with Goku, who seeks out upon his adoptive grandfather Grandpa Gohan's dying request to find the great Master Roshi and gather all seven Dragon Balls. Of which he has one, in order to prevent the evil Lord Piccolo from succeeding in his desire to use the Dragon Balls to take over the world. And Goku's quest is to obtain the mystical Dragonballs before Piccolo does."
tt1462041,Dream House,2011,09-30-2011,84,PG-13,PG-13,6,60622,162,183,50000000,21302340,38502340,2661,2664,USA,Canada,,Universal,Jim Sheridan,Drama,Mystery,Thriller,,,,,,2 nominations.,2295,10,1,David Loucka,,Daniel Craig,Naomi Watts,Rachel Weisz,"Soon after moving into their seemingly idyllic new home, a family learns of a brutal crime committed against former residents of the dwelling.","Some say that all houses have memories. For one man, his home is the place he would kill to forget. A family unknowingly moves into a home where several grisly murders were committed ... only to find themselves the killer's next target. Successful publisher Will Atenton (Craig) quit a job in New York City to relocate his wife, Libby (Weisz), and two girls to a quaint New England town. But as they settle into their new life, they discover their perfect home was the scene of the murder of a mother and her chi"
tt0443489,Dreamgirls,2006,12-25-2006,130,PG-13,PG-13,6.5,65373,521,236,70000000,103365956,154937680,3,2797,USA,,,P/DW,Bill Condon,Drama,Music,Musical,,,,,,Won 2 Oscars.,2145,4,1,Tom Eyen,Bill Condon,Jamie Foxx,Beyonc　,Eddie Murphy,"A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.","Detroit, the early 1960s. Curtis Taylor, Jr., a car salesman, breaks into the music business with big dreams. He signs a trio of young women, the Dreamettes, gets them a job backing an R&B performer, James ""Thunder"" Early, establishes his own record label and starts wheeling and dealing. When Early flames out, Curtis makes the Dreamettes into headliners as the Dreams, but not before demoting their hefty big-voiced lead singer, Effie White, and putting the softer-voiced looker, Deena Jones, in front. Soon af"
tt1343727,Dredd,2012,09-21-2012,95,R,R,7.1,238777,673,467,50000000,13414714,35626525,2506,2557,UK,South,USA,LIONSGATE,Pete Travis,Action,Crime,Sci-Fi,,,,,,2 wins & 14 nominations.,2195,6,1,John Wagner,Carlos Ezquerra,Karl Urban,Rachel Wood,Andile Mngadi,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.","The future America is an irradiated waste land. On its East Coast, running from Boston to Washington DC, lies Mega City One - a vast, violent metropolis where criminals rule the chaotic streets. The only force of order lies with the urban cops called ""Judges"" who possess the combined powers of judge, jury and instant executioner. Known and feared throughout the city, Dredd is the ultimate Judge, challenged with ridding the city of its latest scourge - a dangerous drug epidemic that has users of ""Slo-Mo"" exp"
tt0817538,Drillbit Taylor,2008,03-21-2008,110,PG-13,PG-13,5.7,55885,108,141,40000000,32862104,49690625,3056,3061,USA,,,Paramount,Steven Brill,Action,Comedy,Crime,Drama,,,,,1 win & 2 nominations.,2295,10,1,Kristofor Brown,Seth Rogen,Nate Hartley,Troy Gentile,Ian Roberts,Three kids hire a low-budget bodyguard to protect them from the playground bully.,"Homeless veteran Bob 'Drillbit' Taylor manages to enjoy life anyhow and even saves some cash for his dream, an 'all-paid' move to Alaska, even if that may take many years. His dream comes within reach when clever nerd Wade, has fat friend Ryan 'T-dog' and cocky shrimp Jim, all new to high-school, are bullied so badly by emancipated Filkins and his buddies that they advertise for a bodyguard. Only Drillbit seems affordable and not crazy, so he's hired and drains their pocket-money and home content. He's clue"
tt1502404,Drive Angry,2011,02-25-2011,104,R,R,5.4,91238,227,304,50000000,10721033,28931401,2290,2290,USA,,,Sum.,Patrick Lussier,Action,Fantasy,Thriller,,,,,,1 win & 6 nominations.,2145,4,1,Todd Farmer,Patrick Lussier,Nicolas Cage,Amber Heard,William Fichtner,A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.,"John Milton is up against the clock: Jonah King, the leader of a Satanic cult, has murdered Milton's daughter and kidnapped her baby. In three days, King and his followers will sacrifice the child at midnight. Milton picks up the trail in Oklahoma as well as rescuing a waitress named Piper from her brutal, two-timing fianc　. There are odd things about Milton: his driver's license is out of date, he has a very strange gun, and he's being pursued by a man in a suit who carries FBI ID and calls himself the Acc"
tt1231583,Due Date,2010,11-05-2010,95,R,R,6.5,309164,309,311,65000000,100539043,211780824,3355,3365,USA,,,WB,Todd Phillips,Comedy,Drama,,,,,,,7 nominations.,2295,10,1,Alan R. Cohen,Alan Freedland,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,"Businessman and first time father (to-be), Peter Highman's in Atalanta trying to get home to LA, where how wife's about to give birth, but after getting kicked off a plane, due to his seat mate, the pair end up trying to hitch a ride to the west coast."
tt2096672,Dumb and Dumber To,2014,11-14-2014,109,PG-13,PG-13,5.6,121393,319,228,40000000,86208010,169837010,3154,3188,USA,,,Universal,Bobby Farrelly,Comedy,,,,,,,,1 win & 7 nominations.,2295,10,1,Sean Anders,John Morris,Jim Carrey,Jeff Daniels,Rob Riggle,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.","It's been 20 years and Harry Dunn has found something out - he has a daughter! Lloyd Christmas, his equally dim-witted friend, takes one look at a picture of her, develops a crush, and insists the two track her down. What ensues when Harry finally agrees is a bizarre encounter with an old lady and more hilarity because of their sheer stupidity."
tt5013056,Dunkirk,2017,07-21-2017,106,PG-13,PG-13,7.9,487517,2222,608,100000000,189740665,526940665,3720,4014,UK,Nether,Franc,WB,Christopher Nolan,Action,Drama,History,Thriller,War,,,,Won 3 Oscars.,2700,10,10,Christopher Nolan,,Fionn Whitehead,Damien Bonnard,Aneurin Barnard,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.","Evacuation of Allied soldiers from the British Empire, and France, who were cut off and surrounded by the German Army from the beaches and harbor of Dunkirk, France, between May 26- June 04, 1940, during Battle of France in World War II."
tt1135487,Duplicity,2009,03-20-2009,125,PG-13,PG-13,6.1,45685,191,219,60000000,40572825,78146652,2574,2579,USA,German,,Universal,Tony Gilroy,Comedy,Crime,Romance,Thriller,,,,,Nominated for 1 Golden Globe.,2295,10,1,Tony Gilroy,,Clive Owen,Julia Roberts,Tom Wilkinson,"Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one.","Ray works for MI6, Claire for the CIA. She burns him in Dubai. Jump ahead five years: he sees her in Grand Central and confronts her. Both now work in industrial security for corporate giants whose CEOs hate each other. Flashbacks fill us in: is it coincidence that he sees her in Grand Central? In about a week, one of the firms is going to announce a revolutionary product. Under the guise of helping that corporation's rival, can Ray and Claire work their own theft and find an independent buyer? To work toge"
tt1059786,Eagle Eye,2008,09-26-2008,118,PG-13,PG-13,6.6,169105,341,214,80000000,101440743,178066569,3510,3614,USA,,,P/DW,D.J. Caruso,Action,Mystery,Thriller,,,,,,3 wins & 8 nominations.,2145,4,1,John Glenn,Travis Wright,Shia LaBeouf,Michelle Monaghan,Rosario Dawson,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of eve","Jerry Shaw is an amiable slacker with an over-achieving twin brother. After his twin dies in an accident, strange things happen to Jerry at a dizzying pace: a fortune shows up in his bank account, weapons are delivered to his flat, and a voice on his cell phone tells him the police are on their way. Jerry follows the voice's instructions, and soon he and a woman he's never met are racing through the city, on to a plane, and eventually to the Pentagon, chased by the FBI. She is Rachel Holloman, a single mom;"
tt0765443,Eastern Promises,2007,09-21-2007,100,R,R,7.6,217448,425,281,.,17266000,56107312,15,1408,UK,Canada,USA,Focus,David Cronenberg,Action,Crime,Drama,Thriller,,,,,Nominated for 1 Oscar.,2145,4,1,Steven Knight,,Josef Altin,Mina E. Mina,Aleksandar Mikic,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,"In London, the Russian pregnant teenager Tatiana arrives bleeding in a hospital, and the doctors save her baby only. The Russian descendant midwife Anna Khitrova finds Tatiana's diary written in Russian language in her belongings and decided to find her family to deliver the baby, she brings the diary home and ask her uncle Stepan to translate the document. Stepan refuses, but Anna finds a card of a restaurant owned by the Russian Semyon inside the diary and she visits the old man trying to find a lead to c"
tt1282140,Easy A,2010,09-17-2010,92,PG-13,PG-13,7.1,337136,322,269,8000000,58401464,74952305,2856,2974,USA,,,SGem,Will Gluck,Comedy,Drama,Romance,,,,,,Nominated for 1 Golden Globe.,2235,4,3,Bert V. Royal,,Emma Stone,Penn Badgley,Amanda Bynes,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing."
tt0879870,Eat Pray Love,2010,08-13-2010,133,PG-13,PG-13,5.8,80367,339,216,60000000,80574010,204594016,3082,3108,USA,,,Sony Pictures/Columbia,Ryan Murphy,Biography,Drama,Romance,,,,,,2 wins & 2 nominations.,2295,10,1,Ryan Murphy,Jennifer Salt,Julia Roberts,I. Gusti Ayu Puspawati,Hadi Subiyanto,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".","Liz Gilbert (Roberts) had everything a modern woman is supposed to dream of having - a husband, a house, a successful career - yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy"
tt1083452,Eddie the Eagle,2015,02-26-2016,106,PG-13,PG-13,7.4,78211,179,260,23000000,15789389,46152800,2042,2044,UK,German,USA,Fox,Dexter Fletcher,Biography,Comedy,Drama,Family,Sport,,,,2 wins & 8 nominations.,2195,6,1,Sean Macaulay,Simon Kelton,Tom Costello,Jo Hartley,Keith Allen,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.","Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics. From producers of Kingsm"
tt1226273,Edge of Darkness,2010,01-29-2010,117,R,R,6.6,85915,277,264,80000000,43313890,81124129,3066,3066,UK,USA,,WB,Martin Campbell,Crime,Drama,Mystery,Thriller,,,,,1 nomination.,2385,10,3,William Monahan,Andrew Bovell,Mel Gibson,Ray Winstone,Danny Huston,"As homicide detective Thomas Craven investigates the murder of his activist daughter, he uncovers a corporate cover-up and government conspiracy that attracts an agent tasked with cleaning up the evidence.","Thomas Craven is a detective who has spent years working the streets of Boston. When his own daughter is killed outside his own home, Craven soon realizes that her death is only one piece of an intriguing puzzle filled with corruption and conspiracy, and it falls to him to discover who is behind the crime."
