customer_id,gender,age,age_group,married,kids_under12,area,subs_start_year,ClusterHierarchical,ClusterKmeans,movie_watched,scribe_total,movie_watched_no_dup
C5428,M,38,30대,M,Y,송파구,2015,81,4,34,25,26
C5429,M,62,60대,S,N,강남구,2015,28,2,45,28,29
C5430,F,30,30대,S,N,용산구,2015,3,5,67,41,37
C5431,M,41,40대,M,N,강남구,2015,23,2,73,35,33
C5432,F,32,30대,M,Y,동작구,2015,58,3,49,25,33
C5433,M,33,30대,S,N,강남구,2015,22,5,85,39,39
C5434,F,34,30대,M,Y,강남구,2015,18,5,79,41,39
C5435,F,35,30대,M,Y,서대문구,2015,82,4,53,30,41
C5436,F,46,40대,M,Y,마포구,2015,94,1,33,23,26
C5437,M,37,30대,S,N,송파구,2015,69,4,30,23,22
C5438,M,28,20대,M,Y,강남구,2015,11,5,64,31,29
C5439,M,39,30대,S,N,용산구,2015,21,5,49,34,38
C5440,F,50,50대,M,N,강남구,2015,27,2,51,30,33
C5441,M,21,20대,S,N,서초구,2015,60,3,70,41,40
C5442,M,52,50대,M,N,관악구,2015,47,3,46,26,33
C5443,F,43,40대,M,N,동작구,2015,57,3,19,18,17
C5444,M,24,20대,S,N,강남구,2015,13,5,33,21,25
C5445,F,35,30대,M,Y,강남구,2015,18,5,54,34,32
C5446,F,26,20대,M,Y,용산구,2015,8,5,91,40,44
C5447,M,57,50대,M,N,서초구,2015,47,3,63,34,41
C5448,F,38,30대,M,Y,용산구,2015,17,5,26,18,19
C5449,F,39,30대,M,Y,용산구,2015,17,5,73,36,36
C5450,M,20,20대,M,N,서대문구,2015,10,4,55,38,38
C5451,M,21,20대,S,N,서초구,2015,60,3,46,32,30
C5452,M,19,10대,S,N,관악구,2015,61,3,57,32,38
C5453,F,33,30대,M,Y,서대문구,2015,82,4,33,26,22
C5454,F,24,20대,M,N,용산구,2015,7,5,38,25,25
C5455,M,35,30대,M,N,동작구,2015,56,3,80,41,36
C5456,M,36,30대,M,Y,양천구,2015,59,1,40,23,33
C5457,F,57,50대,M,N,강남구,2015,27,2,76,39,42
C5458,F,38,30대,S,N,송파구,2015,79,4,31,22,21
C5459,F,59,50대,M,N,마포구,2015,84,1,43,29,34
C5460,M,50,50대,M,N,강남구,2015,26,2,53,33,39
C5461,F,31,30대,M,Y,강남구,2015,18,5,43,25,30
C5462,M,42,40대,M,N,강남구,2015,23,2,74,34,35
C5463,M,23,20대,S,N,광진구,2015,74,4,34,26,22
C5464,F,44,40대,M,Y,강남구,2015,29,2,38,28,28
C5465,F,55,50대,M,N,서대문구,2015,35,2,38,25,23
C5466,M,56,50대,S,N,광진구,2015,85,1,29,20,22
C5467,M,57,50대,M,N,양천구,2015,50,1,29,22,26
C5468,M,48,40대,M,Y,송파구,2015,38,4,78,36,47
C5469,F,29,20대,S,N,강남구,2015,14,5,87,41,45
C5470,F,30,30대,M,Y,서대문구,2015,82,4,69,36,32
C5471,F,51,50대,S,N,강남구,2015,28,2,78,33,36
C5472,F,42,40대,M,Y,서대문구,2015,41,2,28,18,25
C5473,M,23,20대,S,N,강남구,2015,13,5,55,31,35
C5474,F,24,20대,S,N,광진구,2015,75,4,26,21,20
C5475,F,35,30대,M,N,동작구,2015,57,3,79,37,39
C5476,M,26,20대,S,N,강남구,2015,13,5,47,31,34
C5477,F,27,20대,M,Y,광진구,2015,93,4,37,24,29
C5478,M,28,20대,S,N,용산구,2015,1,5,38,28,28
C5479,M,29,20대,M,N,강남구,2015,12,5,36,27,26
C5480,M,30,30대,M,Y,강남구,2015,20,5,58,32,33
C5481,F,19,10대,S,N,용산구,2015,15,5,46,33,32
C5482,M,22,20대,S,N,마포구,2015,89,1,87,42,45
C5483,M,43,40대,M,Y,강남구,2015,30,2,37,24,32
C5484,M,44,40대,M,Y,용산구,2015,42,2,35,27,22
C5485,F,25,20대,S,N,강남구,2015,14,5,54,34,38
C5486,F,26,20대,M,Y,양천구,2015,59,1,35,26,25
C5487,M,27,20대,S,N,마포구,2015,89,1,40,24,32
C5488,F,58,50대,M,N,강남구,2015,27,2,48,33,37
C5489,F,39,30대,M,N,서초구,2015,64,3,41,29,36
C5490,F,30,30대,M,Y,송파구,2015,82,4,53,32,30
C5491,M,51,50대,M,N,광진구,2015,85,1,49,33,34
C5492,F,22,20대,S,N,서대문구,2015,4,4,27,21,24
C5493,M,33,30대,M,N,강남구,2015,19,5,49,30,30
C5494,M,24,20대,S,N,서대문구,2015,2,4,63,38,33
C5495,M,25,20대,M,Y,마포구,2015,92,1,44,27,33
C5496,F,46,40대,M,N,송파구,2015,67,4,80,41,41
C5497,M,47,40대,M,Y,용산구,2015,42,2,34,24,29
C5498,F,28,20대,M,N,마포구,2015,90,1,38,27,27
C5499,M,59,50대,S,N,관악구,2015,46,3,58,32,23
C5500,M,40,40대,M,Y,마포구,2015,95,1,48,30,35
C5501,M,31,30대,S,N,서초구,2015,62,3,37,28,28
C5502,M,42,40대,S,N,강남구,2015,23,2,32,22,26
C5503,F,43,40대,M,N,동작구,2015,57,3,56,32,38
C5504,F,24,20대,S,N,강남구,2015,14,5,53,32,39
C5505,F,35,30대,M,Y,강남구,2015,18,5,57,36,34
C5506,F,36,30대,M,N,동작구,2015,57,3,39,29,29
C5507,M,27,20대,S,N,마포구,2015,89,1,39,28,27
C5508,M,48,40대,M,N,광진구,2015,70,1,34,25,24
C5509,F,39,30대,M,Y,송파구,2015,82,4,37,30,28
C5510,M,40,40대,M,N,광진구,2015,70,1,53,34,35
C5511,M,51,50대,M,N,광진구,2015,85,1,85,43,43
C5512,F,32,30대,M,Y,마포구,2015,94,1,50,37,33
C5513,F,33,30대,M,N,양천구,2015,91,1,45,30,27
C5514,M,34,30대,S,N,서대문구,2015,5,4,87,42,45
C5515,F,25,20대,S,N,강남구,2015,14,5,57,37,41
C5516,M,46,40대,S,N,동작구,2015,57,3,43,30,30
C5517,M,37,30대,S,N,서대문구,2015,5,4,69,39,36
C5518,F,48,40대,S,N,서초구,2015,63,3,35,22,25
C5519,M,61,60대,M,N,광진구,2015,85,1,59,33,36
C5520,F,50,50대,M,N,용산구,2015,35,2,51,32,38
C5521,M,21,20대,S,N,서대문구,2015,2,4,38,25,30
C5522,F,32,30대,M,N,양천구,2015,91,1,44,32,35
C5523,M,23,20대,S,N,서초구,2015,60,3,54,36,45
C5524,M,24,20대,S,N,광진구,2015,74,4,42,27,32
C5525,M,25,20대,S,N,양천구,2015,89,1,77,39,31
C5526,M,46,40대,M,N,양천구,2015,96,1,36,23,23
C5527,M,37,30대,M,Y,강남구,2015,20,5,78,33,28
C5528,F,38,30대,M,N,광진구,2015,68,4,44,32,34
C5529,M,39,30대,M,N,양천구,2015,97,1,72,35,36
C5530,M,40,40대,M,Y,마포구,2015,95,1,42,28,30
C5531,F,21,20대,M,Y,송파구,2015,77,4,96,43,41
C5532,M,32,30대,M,N,서대문구,2015,5,4,39,27,27
C5533,M,43,40대,S,N,서초구,2015,62,3,79,38,44
C5534,M,24,20대,M,Y,관악구,2015,53,3,83,41,39
C5535,M,55,50대,M,Y,송파구,2015,37,2,69,38,35
C5536,M,46,40대,M,N,강남구,2015,23,2,64,37,32
C5537,M,57,50대,S,N,송파구,2015,85,2,46,30,31
C5538,F,58,50대,M,N,서대문구,2015,35,2,84,43,44
C5539,F,39,30대,S,N,동작구,2015,57,3,54,35,36
C5540,F,50,50대,M,N,용산구,2015,35,2,51,27,31
C5541,F,51,50대,M,N,동작구,2015,51,3,82,38,44
C5542,F,52,50대,M,N,동작구,2015,51,3,45,30,29
C5543,F,23,20대,M,Y,광진구,2015,93,4,62,37,39
C5544,M,34,30대,S,N,동작구,2015,54,3,46,30,33
C5545,F,25,20대,M,Y,서대문구,2015,77,4,45,27,35
C5546,F,46,40대,S,N,강남구,2015,24,2,52,33,35
C5547,F,47,40대,M,Y,강남구,2015,29,2,76,42,36
C5548,M,38,30대,S,N,강남구,2015,22,5,48,30,31
C5549,F,59,50대,M,Y,동작구,2015,51,3,38,27,23
C5550,M,20,20대,S,N,강남구,2015,13,5,54,32,37
C5551,M,51,50대,M,Y,용산구,2015,31,2,65,38,37
C5552,F,52,50대,M,Y,동작구,2015,51,3,42,33,29
C5553,M,33,30대,M,Y,용산구,2015,16,5,47,30,28
C5554,M,24,20대,M,Y,용산구,2015,9,5,77,38,47
C5555,M,55,50대,M,N,서대문구,2015,45,2,82,41,50
C5556,F,46,40대,M,Y,동작구,2015,48,3,46,31,34
C5557,M,47,40대,M,N,광진구,2015,70,1,86,39,49
C5558,F,38,30대,M,N,용산구,2015,6,5,42,31,31
C5559,F,49,40대,M,Y,서대문구,2015,41,2,38,29,28
C5560,M,20,20대,S,N,강남구,2015,13,5,50,30,34
C5561,M,41,40대,M,Y,서대문구,2015,44,2,42,27,28
C5562,M,22,20대,M,N,광진구,2015,76,4,77,37,35
C5563,F,53,50대,S,N,관악구,2015,46,3,48,32,33
C5564,M,24,20대,M,N,용산구,2015,10,5,43,26,29
C5565,F,55,50대,M,Y,용산구,2015,32,2,42,30,29
C5566,M,46,40대,S,N,강남구,2015,23,2,75,35,34
C5567,M,27,20대,S,N,송파구,2015,72,4,37,24,28
C5568,F,58,50대,M,N,서초구,2015,47,3,84,42,53
C5569,M,49,40대,M,Y,서대문구,2015,44,2,41,30,32
C5570,M,20,20대,S,N,송파구,2015,72,4,78,36,35
C5571,M,51,50대,S,N,서대문구,2015,34,2,36,25,28
C5572,M,42,40대,M,Y,송파구,2015,38,4,41,26,29
C5573,M,53,50대,M,Y,강남구,2015,31,2,61,37,46
C5574,M,54,50대,M,N,서대문구,2015,45,2,51,29,35
C5575,M,55,50대,M,Y,강남구,2015,31,2,58,35,37
C5576,F,46,40대,M,N,용산구,2015,39,2,28,21,27
C5577,F,37,30대,M,N,관악구,2015,66,3,41,29,28
C5578,F,58,50대,M,N,양천구,2015,99,1,31,21,27
C5579,F,59,50대,S,N,광진구,2015,87,1,40,28,33
C5580,F,50,50대,M,Y,용산구,2015,32,2,83,38,45
C5581,M,31,30대,M,N,광진구,2015,71,4,51,30,36
C5582,F,32,30대,M,N,서대문구,2015,80,4,64,37,43
C5583,F,53,50대,M,N,용산구,2015,35,2,86,42,42
C5584,F,24,20대,M,Y,서대문구,2015,77,4,54,33,32
C5585,F,35,30대,S,N,마포구,2015,98,1,72,34,36
C5586,M,36,30대,M,Y,용산구,2015,16,5,26,22,20
C5587,F,37,30대,S,N,광진구,2015,68,4,45,30,33
C5588,F,28,20대,M,Y,강남구,2015,11,5,59,36,41
C5589,M,29,20대,S,N,광진구,2015,74,4,60,36,39
C5590,M,30,30대,S,N,강남구,2015,22,5,68,34,22
C5591,F,31,30대,S,N,송파구,2015,79,4,74,37,30
C5592,M,22,20대,S,N,마포구,2015,89,1,90,41,39
C5593,M,33,30대,M,N,용산구,2015,6,5,36,25,26
C5594,M,44,40대,M,Y,송파구,2015,38,4,91,41,38
C5595,M,35,30대,S,N,강남구,2015,22,5,91,42,45
C5596,F,56,50대,S,N,마포구,2015,84,1,73,36,41
C5597,F,47,40대,S,N,송파구,2015,67,4,58,32,37
C5598,M,48,40대,M,Y,양천구,2015,49,1,60,34,31
C5599,F,64,60대,M,N,용산구,2015,35,2,39,24,31
C5600,F,20,20대,M,N,용산구,2015,7,5,47,30,35
C5601,F,31,30대,M,Y,관악구,2015,66,3,64,38,33
C5602,M,22,20대,M,Y,강남구,2015,11,5,42,29,27
C5603,F,23,20대,M,Y,양천구,2015,59,1,50,29,34
C5604,M,54,50대,S,N,마포구,2015,84,1,67,40,33
C5605,F,45,40대,M,N,양천구,2015,99,1,30,21,19
C5606,M,46,40대,M,N,서대문구,2015,45,2,72,34,37
C5607,M,37,30대,M,Y,서대문구,2015,81,4,47,28,38
C5608,F,28,20대,S,N,서대문구,2015,4,4,35,24,28
C5609,F,29,20대,S,N,강남구,2015,14,5,77,37,40
C5610,F,50,50대,M,Y,용산구,2015,32,2,40,27,27
C5611,M,21,20대,S,N,관악구,2015,61,3,87,40,41
C5612,F,52,50대,M,Y,강남구,2015,32,2,98,42,51
C5613,F,53,50대,M,Y,서초구,2015,47,3,57,34,37
C5614,M,34,30대,M,Y,용산구,2015,16,5,49,31,38
C5615,M,45,40대,M,N,서대문구,2015,45,2,96,41,40
C5616,M,26,20대,M,Y,용산구,2015,9,5,47,30,32
C5617,F,57,50대,M,N,관악구,2015,47,3,30,20,20
C5618,F,28,20대,S,N,용산구,2015,4,5,98,39,42
C5619,F,29,20대,M,Y,강남구,2015,11,5,28,18,25
C5620,M,50,50대,M,N,용산구,2015,26,2,44,27,35
C5621,F,21,20대,S,N,서대문구,2015,4,4,47,27,30
C5622,F,32,30대,M,Y,양천구,2015,59,1,76,37,45
C5623,M,23,20대,M,N,송파구,2015,76,4,70,37,41
C5624,F,24,20대,M,Y,양천구,2015,59,1,49,30,38
C5625,F,55,50대,M,N,용산구,2015,35,2,48,27,29
C5626,M,56,50대,S,N,서대문구,2015,34,2,43,32,33
C5627,F,57,50대,M,Y,용산구,2015,32,2,47,31,31
C5628,F,28,20대,M,N,송파구,2015,78,4,92,42,41
C5629,M,59,50대,M,Y,용산구,2015,31,2,49,31,31
C5630,M,40,40대,M,Y,강남구,2015,30,2,34,23,19
C5631,M,21,20대,S,N,용산구,2015,1,5,31,25,24
C5632,F,22,20대,S,N,강남구,2015,14,5,34,23,29
C5633,F,43,40대,M,Y,용산구,2015,40,2,77,35,44
C5634,M,24,20대,S,N,광진구,2015,74,4,38,24,29
C5635,F,35,30대,S,N,강남구,2015,24,5,63,34,36
C5636,F,56,50대,M,Y,광진구,2015,83,1,38,25,26
C5637,F,18,10대,S,N,동작구,2015,55,3,63,35,32
C5638,F,38,30대,M,N,광진구,2015,68,4,42,26,31
C5639,M,59,50대,M,N,서대문구,2015,45,2,70,36,40
C5640,M,30,30대,M,Y,송파구,2015,81,4,43,27,30
C5641,M,41,40대,M,Y,서대문구,2015,44,2,45,31,34
C5642,F,32,30대,M,N,서초구,2015,64,3,52,33,37
C5643,M,43,40대,S,N,서대문구,2015,34,2,84,42,45
C5644,F,44,40대,M,N,동작구,2015,57,3,49,33,35
C5645,M,45,40대,M,N,용산구,2015,43,2,89,41,43
C5646,F,46,40대,M,Y,서초구,2015,66,3,48,33,34
C5647,M,47,40대,S,N,동작구,2015,57,3,55,29,37
C5648,M,38,30대,M,N,양천구,2015,97,1,52,29,37
C5649,F,65,60대,M,N,마포구,2015,84,1,21,17,18
C5650,F,50,50대,S,N,서대문구,2015,34,2,79,42,42
C5651,M,41,40대,M,Y,동작구,2015,48,3,48,30,34
C5652,F,32,30대,S,N,동작구,2015,57,3,26,21,19
C5653,M,23,20대,M,Y,용산구,2015,9,5,83,41,36
C5654,M,34,30대,M,N,서대문구,2015,5,4,30,22,24
C5655,M,35,30대,M,Y,강남구,2015,20,5,76,32,26
C5656,M,46,40대,M,N,광진구,2015,70,1,53,32,36
C5657,F,37,30대,M,Y,마포구,2015,94,1,74,39,44
C5658,F,58,50대,S,N,서초구,2015,46,3,48,29,34
C5659,F,61,60대,M,N,서초구,2015,47,3,59,36,31
C5660,M,20,20대,S,N,서대문구,2015,2,4,83,36,39
C5661,M,41,40대,M,Y,서대문구,2015,44,2,56,33,32
C5662,M,42,40대,M,N,동작구,2015,56,3,51,29,34
C5663,F,43,40대,M,Y,용산구,2015,40,2,62,38,32
C5664,M,24,20대,S,N,송파구,2015,72,4,85,37,37
C5665,M,55,50대,M,N,송파구,2015,85,2,35,24,29
C5666,M,46,40대,S,N,강남구,2015,23,2,87,40,39
C5667,M,37,30대,S,N,관악구,2015,62,3,40,29,27
C5668,M,48,40대,S,N,송파구,2015,69,4,34,27,27
C5669,M,49,40대,M,Y,용산구,2015,42,2,79,39,44
C5670,M,40,40대,M,N,강남구,2015,23,2,47,27,29
C5671,F,21,20대,M,N,송파구,2015,78,4,86,42,43
C5672,F,32,30대,M,Y,강남구,2015,18,5,74,40,31
C5673,M,23,20대,S,N,마포구,2015,89,1,77,37,44
C5674,F,24,20대,S,N,양천구,2015,55,1,99,43,42
C5675,M,55,50대,M,N,마포구,2015,84,1,42,26,33
C5676,M,46,40대,M,Y,서대문구,2015,44,2,65,38,36
C5677,F,37,30대,S,N,용산구,2015,3,5,54,34,33
C5678,F,38,30대,M,Y,동작구,2015,58,3,77,36,30
C5679,F,39,30대,M,Y,마포구,2015,94,1,34,28,24
C5680,M,30,30대,M,N,용산구,2015,6,5,52,36,38
C5681,F,21,20대,M,Y,송파구,2015,77,4,36,28,24
C5682,M,22,20대,S,N,용산구,2015,1,5,47,28,30
C5683,M,43,40대,M,Y,용산구,2015,42,2,81,40,39
C5684,F,54,50대,M,Y,광진구,2015,83,1,37,24,30
C5685,F,55,50대,M,N,마포구,2015,84,1,52,27,29
C5686,F,36,30대,M,Y,용산구,2015,17,5,97,42,51
C5687,M,37,30대,S,N,서초구,2015,62,3,67,35,25
C5688,F,58,50대,M,N,마포구,2015,84,1,16,14,16
C5689,M,39,30대,M,Y,동작구,2015,58,3,50,33,36
C5690,M,20,20대,M,N,강남구,2015,12,5,69,34,36
C5691,F,31,30대,M,Y,용산구,2015,17,5,49,28,33
C5692,F,32,30대,M,Y,강남구,2015,18,5,88,40,51
C5693,M,53,50대,M,Y,동작구,2015,48,3,57,35,41
C5694,F,44,40대,M,Y,마포구,2015,94,1,91,44,43
C5695,F,55,50대,M,N,강남구,2015,27,2,60,33,30
C5696,F,36,30대,M,Y,용산구,2015,17,5,60,35,39
C5697,M,37,30대,S,N,서초구,2015,62,3,64,35,31
C5698,F,48,40대,M,Y,강남구,2015,29,2,81,42,49
C5699,F,66,60대,S,N,송파구,2015,86,2,70,36,24
C5700,M,30,30대,S,N,강남구,2015,22,5,54,33,36
C5701,F,51,50대,S,N,용산구,2015,36,2,28,21,23
C5702,M,32,30대,M,N,서초구,2015,64,3,69,37,46
C5703,M,23,20대,S,N,광진구,2015,74,4,83,39,35
C5704,M,24,20대,M,Y,용산구,2015,9,5,79,40,40
C5705,F,45,40대,M,N,마포구,2015,99,1,50,33,37
C5706,M,26,20대,S,N,강남구,2015,13,5,74,37,44
C5707,M,37,30대,M,Y,동작구,2015,58,3,74,33,48
C5708,F,28,20대,S,N,동작구,2015,55,3,54,29,36
C5709,M,29,20대,S,N,송파구,2015,72,4,53,31,38
C5710,M,20,20대,M,N,서대문구,2015,10,4,46,33,36
C5711,F,31,30대,M,Y,강남구,2015,18,5,50,34,33
C5712,M,52,50대,M,N,서대문구,2015,45,2,45,30,36
C5713,M,43,40대,M,Y,광진구,2015,70,1,82,38,30
C5714,F,24,20대,M,N,관악구,2015,52,3,54,35,37
C5715,F,35,30대,M,Y,서초구,2015,66,3,69,34,33
C5716,F,56,50대,M,Y,마포구,2015,83,1,36,22,25
C5717,F,47,40대,M,N,양천구,2015,99,1,44,29,32
C5718,M,38,30대,M,Y,동작구,2015,58,3,44,31,36
C5719,M,59,50대,M,Y,서대문구,2015,37,2,82,41,42
C5720,F,20,20대,S,N,서대문구,2015,4,4,21,17,17
C5721,M,41,40대,M,Y,마포구,2015,95,1,45,33,35
C5722,M,19,10대,S,N,마포구,2015,89,4,79,41,49
C5723,M,43,40대,M,Y,송파구,2015,38,4,30,24,24
C5724,F,34,30대,S,Y,관악구,2015,66,3,86,37,42
C5725,F,35,30대,M,Y,송파구,2015,82,4,29,23,22
C5726,F,56,50대,M,N,양천구,2015,99,1,41,26,25
C5727,M,47,40대,M,Y,서대문구,2015,44,2,39,24,28
C5728,M,48,40대,M,Y,마포구,2015,95,1,45,31,33
C5729,M,39,30대,M,Y,마포구,2015,95,1,32,20,27
C5730,F,30,30대,M,N,용산구,2015,6,5,32,26,25
C5731,M,51,50대,S,N,관악구,2015,46,3,33,23,26
C5732,M,52,50대,S,N,강남구,2015,28,2,49,28,36
C5733,M,53,50대,M,N,용산구,2015,26,2,36,27,24
C5734,F,24,20대,M,Y,송파구,2015,77,4,34,27,24
C5735,F,55,50대,M,N,서초구,2015,47,3,46,28,31
C5736,F,36,30대,M,Y,용산구,2015,17,5,51,33,36
C5737,F,27,20대,S,N,광진구,2015,75,4,27,19,22
C5738,F,38,30대,M,N,광진구,2015,68,4,50,35,31
C5739,M,29,20대,S,N,양천구,2015,89,1,40,30,30
C5740,M,40,40대,M,Y,용산구,2015,42,2,30,22,21
C5741,M,21,20대,S,N,송파구,2015,72,4,32,21,23
C5742,F,22,20대,M,N,관악구,2015,52,3,51,32,39
C5743,M,43,40대,M,Y,용산구,2015,42,2,39,27,26
C5744,F,24,20대,S,N,용산구,2015,4,5,66,33,37
C5745,F,35,30대,M,Y,용산구,2015,17,5,81,40,44
C5746,F,26,20대,S,N,광진구,2015,75,4,74,33,40
C5747,M,37,30대,M,N,강남구,2015,19,5,50,31,31
C5748,M,28,20대,M,Y,동작구,2015,53,3,48,32,33
C5749,F,60,60대,S,N,용산구,2015,36,2,47,31,37
C5750,F,20,20대,M,N,마포구,2015,90,1,84,39,35
C5751,M,21,20대,M,N,마포구,2015,88,1,51,33,36
C5752,M,22,20대,M,N,용산구,2015,10,5,54,32,34
C5753,F,23,20대,M,N,양천구,2015,53,1,45,27,31
C5754,M,34,30대,S,N,광진구,2015,69,4,28,22,19
C5755,F,25,20대,S,N,양천구,2015,55,1,46,32,28
C5756,M,46,40대,M,N,서대문구,2015,45,2,70,34,34
C5757,F,37,30대,M,N,강남구,2015,25,5,41,24,26
C5758,F,28,20대,S,N,서대문구,2015,4,4,47,30,31
C5759,M,63,60대,S,N,용산구,2015,36,2,91,43,41
C5760,M,20,20대,M,N,용산구,2015,10,5,34,19,20
C5761,F,21,20대,S,N,양천구,2015,55,1,81,40,45
C5762,M,22,20대,S,N,용산구,2015,1,5,85,38,42
C5763,M,33,30대,M,N,강남구,2015,19,5,30,23,21
C5764,F,34,30대,M,N,송파구,2015,80,4,51,26,32
C5765,M,35,30대,S,N,용산구,2015,21,5,39,28,33
C5766,F,36,30대,M,Y,동작구,2015,58,3,46,33,36
C5767,M,47,40대,M,Y,서대문구,2015,44,2,34,24,27
C5768,F,48,40대,M,Y,용산구,2015,40,2,41,27,29
C5769,M,66,60대,S,N,송파구,2015,85,2,45,34,29
C5770,M,20,20대,S,N,강남구,2015,13,5,69,39,38
C5771,M,21,20대,M,N,광진구,2015,76,4,51,28,32
C5772,F,32,30대,M,Y,송파구,2015,82,4,50,29,32
C5773,M,33,30대,M,N,양천구,2015,97,1,47,32,35
C5774,M,44,40대,M,N,용산구,2015,43,2,41,24,29
C5775,F,35,30대,S,N,서초구,2015,63,3,72,33,31
C5776,M,36,30대,S,N,관악구,2015,62,3,54,31,38
C5777,F,47,40대,S,N,양천구,2015,98,1,52,30,38
C5778,F,28,20대,M,Y,관악구,2015,52,3,15,14,13
C5779,M,19,10대,S,N,양천구,2015,89,1,40,23,25
C5780,M,40,40대,M,N,강남구,2015,23,2,46,33,29
C5781,F,41,40대,M,Y,서대문구,2015,41,2,46,32,35
C5782,M,22,20대,M,Y,송파구,2015,76,4,42,29,28
C5783,M,43,40대,M,Y,용산구,2015,42,2,57,35,40
C5784,F,44,40대,M,Y,강남구,2015,29,2,50,37,37
C5785,M,25,20대,S,N,용산구,2015,1,5,39,28,36
C5786,M,26,20대,M,Y,마포구,2015,92,1,40,24,24
C5787,M,47,40대,S,N,강남구,2015,23,2,42,27,29
C5788,F,38,30대,S,N,강남구,2015,24,5,27,20,22
C5789,M,39,30대,S,N,마포구,2015,97,1,28,22,22
C5790,F,20,20대,S,N,강남구,2015,14,5,80,37,38
C5791,M,51,50대,M,N,서초구,2015,47,3,53,32,36
C5792,M,42,40대,M,Y,용산구,2015,42,2,43,25,27
C5793,M,33,30대,M,N,서초구,2015,64,3,42,32,32
C5794,M,44,40대,M,N,서대문구,2015,45,2,43,27,32
C5795,F,35,30대,M,N,양천구,2015,91,1,87,39,36
C5796,M,56,50대,M,N,강남구,2015,26,2,67,33,34
C5797,F,27,20대,S,N,서대문구,2015,4,4,33,22,30
C5798,F,38,30대,M,N,강남구,2015,25,5,55,33,33
C5799,F,61,60대,S,N,용산구,2015,36,2,37,24,24
C5800,M,20,20대,M,N,송파구,2015,76,4,18,15,17
C5801,M,31,30대,S,N,서대문구,2015,5,4,44,28,28
C5802,M,22,20대,S,N,양천구,2015,89,1,45,34,33
C5803,F,23,20대,S,N,광진구,2015,75,4,22,20,20
C5804,F,24,20대,M,N,마포구,2015,90,1,69,36,39
C5805,M,35,30대,M,N,용산구,2015,6,5,73,42,38
C5806,F,46,40대,M,Y,송파구,2015,38,4,81,39,47
C5807,F,37,30대,S,N,서대문구,2015,3,4,61,35,34
C5808,F,58,50대,M,N,서초구,2015,47,3,35,25,26
C5809,F,39,30대,M,Y,마포구,2015,94,1,65,35,36
C5810,M,20,20대,M,N,강남구,2015,12,5,90,43,45
C5811,M,21,20대,M,N,동작구,2015,53,3,54,33,36
C5812,M,22,20대,S,N,강남구,2015,13,5,47,29,31
C5813,F,33,30대,S,N,관악구,2015,63,3,71,36,43
C5814,M,34,30대,M,Y,관악구,2015,65,3,46,31,29
C5815,F,45,40대,M,N,서대문구,2015,39,2,46,28,34
C5816,M,26,20대,M,Y,마포구,2015,92,1,46,30,37
C5817,F,47,40대,M,N,강남구,2015,25,2,85,39,46
C5818,F,28,20대,S,N,송파구,2015,73,4,52,31,40
C5819,F,59,50대,M,N,용산구,2015,35,2,35,27,27
C5820,F,30,30대,M,Y,용산구,2015,17,5,63,33,35
C5821,M,21,20대,M,Y,용산구,2015,9,5,36,23,25
C5822,M,22,20대,S,N,마포구,2015,89,1,73,36,35
C5823,M,23,20대,M,Y,용산구,2015,9,5,32,23,26
C5824,F,34,30대,M,Y,송파구,2015,82,4,49,32,33
C5825,F,55,50대,S,N,송파구,2015,86,2,43,29,32
C5826,M,46,40대,S,N,강남구,2015,23,2,34,26,26
C5827,F,37,30대,S,N,양천구,2015,98,1,43,28,35
C5828,M,38,30대,S,N,송파구,2015,69,4,82,40,43
C5829,M,49,40대,M,Y,서초구,2015,65,3,28,21,24
C5830,M,30,30대,M,Y,광진구,2015,71,4,45,27,29
C5831,M,41,40대,M,Y,용산구,2015,42,2,89,39,45
C5832,M,22,20대,M,Y,마포구,2015,92,1,38,26,31
C5833,M,23,20대,S,N,강남구,2015,13,5,82,40,44
C5834,F,24,20대,M,Y,용산구,2015,8,5,54,35,35
C5835,M,35,30대,M,Y,용산구,2015,16,5,78,38,35
C5836,F,46,40대,M,N,강남구,2015,25,2,63,33,27
C5837,F,57,50대,M,N,서초구,2015,47,3,49,31,29
C5838,M,48,40대,M,Y,용산구,2015,42,2,48,31,34
C5839,M,39,30대,S,N,광진구,2015,69,4,50,28,39
C5840,F,20,20대,M,N,광진구,2015,93,4,45,27,36
C5841,F,51,50대,S,N,강남구,2015,28,2,51,28,35
C5842,M,52,50대,M,Y,서대문구,2015,37,2,25,20,20
C5843,F,23,20대,M,N,광진구,2015,93,4,47,32,32
C5844,M,24,20대,S,N,서대문구,2015,2,4,43,32,30
C5845,F,45,40대,M,Y,양천구,2015,49,1,93,43,41
C5846,F,26,20대,S,N,동작구,2015,55,3,37,28,30
C5847,F,27,20대,M,Y,관악구,2015,52,3,59,34,33
C5848,F,38,30대,S,N,마포구,2015,98,1,34,28,29
C5849,M,62,60대,M,N,강남구,2015,28,2,46,26,33
C5850,M,20,20대,S,N,서초구,2015,60,3,35,23,25
C5851,M,21,20대,S,N,강남구,2015,13,5,24,21,17
C5852,F,42,40대,M,N,마포구,2015,99,1,81,40,40
C5853,F,53,50대,M,Y,용산구,2015,32,2,17,15,15
C5854,M,54,50대,M,N,송파구,2015,85,2,42,30,28
C5855,M,55,50대,M,N,용산구,2015,26,2,53,32,36
