customer_id,gender,age,age_group,married,kids_under12,area,subs_start_year,movie_watched,movie_watched_no_dup,scribe_total,repeat_mov,ClusterHierarchical,ClusterKmeans
C5402,F,42,40대,S,N,강남구,2015,52,40,33,12,639,1
C5403,M,18,10대,S,N,양천구,2015,32,27,24,5,359,2
C5404,M,34,30대,S,N,마포구,2015,38,27,26,11,662,2
C5405,F,25,20대,M,Y,서대문구,2015,23,21,17,2,432,2
C5406,M,26,20대,S,N,강남구,2015,43,35,29,8,318,1
C5407,F,47,40대,M,Y,용산구,2015,80,35,43,45,299,3
C5408,M,28,20대,S,N,송파구,2015,94,53,42,41,230,3
C5409,M,63,60대,M,N,서대문구,2015,68,35,30,33,173,5
C5410,M,20,20대,M,Y,양천구,2015,37,22,26,15,458,2
C5411,M,21,20대,S,N,관악구,2015,76,31,36,45,291,3
C5412,F,42,40대,S,N,서대문구,2015,61,44,34,17,580,1
C5413,M,23,20대,S,N,관악구,2015,33,27,25,6,359,2
C5414,F,54,50대,M,Y,광진구,2015,47,37,31,10,646,1
C5415,M,35,30대,S,N,광진구,2015,58,38,32,20,595,1
C5416,F,46,40대,S,N,강남구,2015,34,29,25,5,310,2
C5417,F,27,20대,S,N,용산구,2015,49,32,31,17,704,1
C5418,F,28,20대,S,N,서초구,2015,70,38,35,32,247,5
C5419,M,29,20대,S,N,관악구,2015,40,27,26,13,664,1
C5420,F,20,20대,S,N,광진구,2015,91,39,41,52,257,3
C5421,F,41,40대,M,Y,용산구,2015,81,33,41,48,300,3
C5422,M,42,40대,M,Y,동작구,2015,55,35,33,20,558,1
C5423,M,33,30대,M,Y,동작구,2015,59,35,33,24,528,5
C5424,M,24,20대,S,N,서초구,2015,40,24,27,16,460,1
C5425,F,18,10대,S,N,양천구,2015,38,28,24,10,322,2
C5426,F,46,40대,M,N,강남구,2015,49,32,34,17,584,1
C5427,F,37,30대,S,N,용산구,2015,55,34,32,21,561,1
C5428,M,38,30대,M,Y,송파구,2015,34,26,25,8,351,2
C5429,M,62,60대,S,N,강남구,2015,45,29,28,16,700,1
C5430,F,30,30대,S,N,용산구,2015,67,37,41,30,159,5
C5431,M,41,40대,M,N,강남구,2015,73,33,35,40,184,5
C5432,F,32,30대,M,Y,동작구,2015,49,33,25,16,632,1
C5433,M,33,30대,S,N,강남구,2015,85,39,39,46,302,3
C5434,F,34,30대,M,Y,강남구,2015,79,39,41,40,283,3
C5435,F,35,30대,M,Y,서대문구,2015,53,41,30,12,641,1
C5436,F,46,40대,M,Y,마포구,2015,33,26,23,7,352,2
C5437,M,37,30대,S,N,송파구,2015,30,22,23,8,389,2
C5438,M,28,20대,M,Y,강남구,2015,64,29,31,35,200,5
C5439,M,39,30대,S,N,용산구,2015,49,38,34,11,637,1
C5440,F,50,50대,M,N,강남구,2015,51,33,30,18,601,1
C5441,M,21,20대,S,N,서초구,2015,70,40,41,30,245,5
C5442,M,52,50대,M,N,관악구,2015,46,33,26,13,633,1
C5443,F,43,40대,M,N,동작구,2015,19,17,18,2,152,2
C5444,M,24,20대,S,N,강남구,2015,33,25,21,8,380,2
C5445,F,35,30대,M,Y,강남구,2015,54,32,34,22,561,1
C5446,F,26,20대,M,Y,용산구,2015,91,44,40,47,263,3
C5447,M,57,50대,M,N,서초구,2015,63,41,34,22,597,1
C5448,F,38,30대,M,Y,용산구,2015,26,19,18,7,407,2
C5449,F,39,30대,M,Y,용산구,2015,73,36,36,37,154,5
C5450,M,20,20대,M,N,서대문구,2015,55,38,38,17,588,1
C5451,M,21,20대,S,N,서초구,2015,46,30,32,16,692,1
C5452,M,19,10대,S,N,관악구,2015,57,38,32,19,593,1
C5453,F,33,30대,M,Y,서대문구,2015,33,22,26,11,684,2
C5454,F,24,20대,M,N,용산구,2015,38,25,25,13,678,2
C5455,M,35,30대,M,N,동작구,2015,80,36,41,44,271,3
C5456,M,36,30대,M,Y,양천구,2015,40,33,23,7,329,2
C5457,F,57,50대,M,N,강남구,2015,76,42,39,34,251,3
C5458,F,38,30대,S,N,송파구,2015,31,21,22,10,503,2
C5459,F,59,50대,M,N,마포구,2015,43,34,29,9,628,1
C5460,M,50,50대,M,N,강남구,2015,53,39,33,14,639,1
C5461,F,31,30대,M,Y,강남구,2015,43,30,25,13,673,1
C5462,M,42,40대,M,N,강남구,2015,74,35,34,39,184,5
C5463,M,23,20대,S,N,광진구,2015,34,22,26,12,684,2
C5464,F,44,40대,M,Y,강남구,2015,38,28,28,10,672,1
C5465,F,55,50대,M,N,서대문구,2015,38,23,25,15,498,2
C5466,M,56,50대,S,N,광진구,2015,29,22,20,7,403,2
C5467,M,57,50대,M,N,양천구,2015,29,26,22,3,342,2
C5468,M,48,40대,M,Y,송파구,2015,78,47,36,31,249,3
C5469,F,29,20대,S,N,강남구,2015,87,45,41,42,266,3
C5470,F,30,30대,M,Y,서대문구,2015,69,32,36,37,185,5
C5471,F,51,50대,S,N,강남구,2015,78,36,33,42,297,3
C5472,F,42,40대,M,Y,서대문구,2015,28,25,18,3,450,2
C5473,M,23,20대,S,N,강남구,2015,55,35,31,20,562,1
C5474,F,24,20대,S,N,광진구,2015,26,20,21,6,389,2
C5475,F,35,30대,M,N,동작구,2015,79,39,37,40,270,3
C5476,M,26,20대,S,N,강남구,2015,47,34,31,13,651,1
C5477,F,27,20대,M,Y,광진구,2015,37,29,24,8,322,2
C5478,M,28,20대,S,N,용산구,2015,38,28,28,10,671,1
C5479,M,29,20대,M,N,강남구,2015,36,26,27,10,672,2
C5480,M,30,30대,M,Y,강남구,2015,58,33,32,25,557,5
C5481,F,19,10대,S,N,용산구,2015,46,32,33,14,705,1
C5482,M,22,20대,S,N,마포구,2015,87,45,42,42,267,3
C5483,M,43,40대,M,Y,강남구,2015,37,32,24,5,306,2
C5484,M,44,40대,M,Y,용산구,2015,35,22,27,13,682,2
C5485,F,25,20대,S,N,강남구,2015,54,38,34,16,585,1
C5486,F,26,20대,M,Y,양천구,2015,35,25,26,10,681,2
C5487,M,27,20대,S,N,마포구,2015,40,32,24,8,329,1
C5488,F,58,50대,M,N,강남구,2015,48,37,33,11,637,1
C5489,F,39,30대,M,N,서초구,2015,41,36,29,5,627,1
C5490,F,30,30대,M,Y,송파구,2015,53,30,32,23,545,5
C5491,M,51,50대,M,N,광진구,2015,49,34,33,15,616,1
C5492,F,22,20대,S,N,서대문구,2015,27,24,21,3,440,2
C5493,M,33,30대,M,N,강남구,2015,49,30,30,19,703,1
C5494,M,24,20대,S,N,서대문구,2015,63,33,38,30,164,5
C5495,M,25,20대,M,Y,마포구,2015,44,33,27,11,323,1
C5496,F,46,40대,M,N,송파구,2015,80,41,41,39,279,3
C5497,M,47,40대,M,Y,용산구,2015,34,29,24,5,310,2
C5498,F,28,20대,M,N,마포구,2015,38,27,27,11,662,1
C5499,M,59,50대,S,N,관악구,2015,58,23,32,35,193,5
C5500,M,40,40대,M,Y,마포구,2015,48,35,30,13,619,1
C5501,M,31,30대,S,N,서초구,2015,37,28,28,9,324,1
C5502,M,42,40대,S,N,강남구,2015,32,26,22,6,377,2
C5503,F,43,40대,M,N,동작구,2015,56,38,32,18,594,1
C5504,F,24,20대,S,N,강남구,2015,53,39,32,14,638,1
C5505,F,35,30대,M,Y,강남구,2015,57,34,36,23,564,5
C5506,F,36,30대,M,N,동작구,2015,39,29,29,10,659,1
C5507,M,27,20대,S,N,마포구,2015,39,27,28,12,662,1
C5508,M,48,40대,M,N,광진구,2015,34,24,25,10,683,2
C5509,F,39,30대,M,Y,송파구,2015,37,28,30,9,335,1
C5510,M,40,40대,M,N,광진구,2015,53,35,34,18,616,1
C5511,M,51,50대,M,N,광진구,2015,85,43,43,42,265,3
C5512,F,32,30대,M,Y,마포구,2015,50,33,37,17,559,1
C5513,F,33,30대,M,N,양천구,2015,45,27,30,18,688,1
C5514,M,34,30대,S,N,서대문구,2015,87,45,42,42,267,3
C5515,F,25,20대,S,N,강남구,2015,57,41,37,16,591,1
C5516,M,46,40대,S,N,동작구,2015,43,30,30,13,658,1
C5517,M,37,30대,S,N,서대문구,2015,69,36,39,33,156,5
C5518,F,48,40대,S,N,서초구,2015,35,25,22,10,362,2
C5519,M,61,60대,M,N,광진구,2015,59,36,33,23,568,5
C5520,F,50,50대,M,N,용산구,2015,51,38,32,13,639,1
C5521,M,21,20대,S,N,서대문구,2015,38,30,25,8,338,2
C5522,F,32,30대,M,N,양천구,2015,44,35,32,9,625,1
C5523,M,23,20대,S,N,서초구,2015,54,45,36,9,635,1
C5524,M,24,20대,S,N,광진구,2015,42,32,27,10,323,1
C5525,M,25,20대,S,N,양천구,2015,77,31,39,46,292,3
C5526,M,46,40대,M,N,양천구,2015,36,23,23,13,492,2
C5527,M,37,30대,M,Y,강남구,2015,78,28,33,50,209,3
C5528,F,38,30대,M,N,광진구,2015,44,34,32,10,617,1
C5529,M,39,30대,M,N,양천구,2015,72,36,35,36,180,5
C5530,M,40,40대,M,Y,마포구,2015,42,30,28,12,661,1
C5531,F,21,20대,M,Y,송파구,2015,96,41,43,55,289,3
C5532,M,32,30대,M,N,서대문구,2015,39,27,27,12,672,1
C5533,M,43,40대,S,N,서초구,2015,79,44,38,35,226,3
C5534,M,24,20대,M,Y,관악구,2015,83,39,41,44,274,3
C5535,M,55,50대,M,Y,송파구,2015,69,35,38,34,156,5
C5536,M,46,40대,M,N,강남구,2015,64,32,37,32,163,5
C5537,M,57,50대,S,N,송파구,2015,46,31,30,15,700,1
C5538,F,58,50대,M,N,서대문구,2015,84,44,43,40,278,3
C5539,F,39,30대,S,N,동작구,2015,54,36,35,18,600,1
C5540,F,50,50대,M,N,용산구,2015,51,31,27,20,698,1
C5541,F,51,50대,M,N,동작구,2015,82,44,38,38,222,3
C5542,F,52,50대,M,N,동작구,2015,45,29,30,16,694,1
C5543,F,23,20대,M,Y,광진구,2015,62,39,37,23,570,5
C5544,M,34,30대,S,N,동작구,2015,46,33,30,13,619,1
C5545,F,25,20대,M,Y,서대문구,2015,45,35,27,10,318,1
C5546,F,46,40대,S,N,강남구,2015,52,35,33,17,587,1
C5547,F,47,40대,M,Y,강남구,2015,76,36,42,40,284,3
C5548,M,38,30대,S,N,강남구,2015,48,31,30,17,704,1
C5549,F,59,50대,M,Y,동작구,2015,38,23,27,15,457,2
C5550,M,20,20대,S,N,강남구,2015,54,37,32,17,585,1
C5551,M,51,50대,M,Y,용산구,2015,65,37,38,28,158,5
C5552,F,52,50대,M,Y,동작구,2015,42,29,33,13,690,1
C5553,M,33,30대,M,Y,용산구,2015,47,28,30,19,702,1
C5554,M,24,20대,M,Y,용산구,2015,77,47,38,30,249,3
C5555,M,55,50대,M,N,서대문구,2015,82,50,41,32,234,3
C5556,F,46,40대,M,Y,동작구,2015,46,34,31,12,619,1
C5557,M,47,40대,M,N,광진구,2015,86,49,39,37,231,3
C5558,F,38,30대,M,N,용산구,2015,42,31,31,11,649,1
C5559,F,49,40대,M,Y,서대문구,2015,38,28,29,10,335,1
C5560,M,20,20대,S,N,강남구,2015,50,34,30,16,652,1
C5561,M,41,40대,M,Y,서대문구,2015,42,28,27,14,674,1
C5562,M,22,20대,M,N,광진구,2015,77,35,37,42,296,3
C5563,F,53,50대,S,N,관악구,2015,48,33,32,15,620,1
C5564,M,24,20대,M,N,용산구,2015,43,29,26,14,673,1
C5565,F,55,50대,M,Y,용산구,2015,42,29,30,13,701,1
C5566,M,46,40대,S,N,강남구,2015,75,34,35,41,184,3
C5567,M,27,20대,S,N,송파구,2015,37,28,24,9,322,2
C5568,F,58,50대,M,N,서초구,2015,84,53,42,31,239,3
C5569,M,49,40대,M,Y,서대문구,2015,41,32,30,9,648,1
C5570,M,20,20대,S,N,송파구,2015,78,35,36,43,296,3
C5571,M,51,50대,S,N,서대문구,2015,36,28,25,8,376,2
C5572,M,42,40대,M,Y,송파구,2015,41,29,26,12,674,1
C5573,M,53,50대,M,Y,강남구,2015,61,46,37,15,581,1
C5574,M,54,50대,M,N,서대문구,2015,51,35,29,16,601,1
C5575,M,55,50대,M,Y,강남구,2015,58,37,35,21,571,1
C5576,F,46,40대,M,N,용산구,2015,28,27,21,1,313,2
C5577,F,37,30대,M,N,관악구,2015,41,28,29,13,658,1
C5578,F,58,50대,M,N,양천구,2015,31,27,21,4,342,2
C5579,F,59,50대,S,N,광진구,2015,40,33,28,7,321,1
C5580,F,50,50대,M,Y,용산구,2015,83,45,38,38,275,3
C5581,M,31,30대,M,N,광진구,2015,51,36,30,15,611,1
C5582,F,32,30대,M,N,서대문구,2015,64,43,37,21,574,1
C5583,F,53,50대,M,N,용산구,2015,86,42,42,44,264,3
C5584,F,24,20대,M,Y,서대문구,2015,54,32,33,22,563,1
C5585,F,35,30대,S,N,마포구,2015,72,36,34,36,180,5
C5586,M,36,30대,M,Y,용산구,2015,26,20,22,6,409,2
C5587,F,37,30대,S,N,광진구,2015,45,33,30,12,660,1
C5588,F,28,20대,M,Y,강남구,2015,59,41,36,18,575,1
C5589,M,29,20대,S,N,광진구,2015,60,39,36,21,570,1
C5590,M,30,30대,S,N,강남구,2015,68,22,34,46,210,5
C5591,F,31,30대,S,N,송파구,2015,74,30,37,44,219,3
C5592,M,22,20대,S,N,마포구,2015,90,39,41,51,257,3
C5593,M,33,30대,M,N,용산구,2015,36,26,25,10,680,2
C5594,M,44,40대,M,Y,송파구,2015,91,38,41,53,286,3
C5595,M,35,30대,S,N,강남구,2015,91,45,42,46,263,3
C5596,F,56,50대,S,N,마포구,2015,73,41,36,32,244,5
C5597,F,47,40대,S,N,송파구,2015,58,37,32,21,595,1
C5598,M,48,40대,M,Y,양천구,2015,60,31,34,29,536,5
C5599,F,64,60대,M,N,용산구,2015,39,31,24,8,341,2
C5600,F,20,20대,M,N,용산구,2015,47,35,30,12,651,1
C5601,F,31,30대,M,Y,관악구,2015,64,33,38,31,532,5
C5602,M,22,20대,M,Y,강남구,2015,42,27,29,15,669,1
C5603,F,23,20대,M,Y,양천구,2015,50,34,29,16,607,1
C5604,M,54,50대,S,N,마포구,2015,67,33,40,34,157,5
C5605,F,45,40대,M,N,양천구,2015,30,19,21,11,481,2
C5606,M,46,40대,M,N,서대문구,2015,72,37,34,35,169,5
C5607,M,37,30대,M,Y,서대문구,2015,47,38,28,9,640,1
C5608,F,28,20대,S,N,서대문구,2015,35,28,24,7,373,2
C5609,F,29,20대,S,N,강남구,2015,77,40,37,37,154,3
C5610,F,50,50대,M,Y,용산구,2015,40,27,27,13,668,1
C5611,M,21,20대,S,N,관악구,2015,87,41,40,46,274,3
C5612,F,52,50대,M,Y,강남구,2015,98,51,42,47,261,3
C5613,F,53,50대,M,Y,서초구,2015,57,37,34,20,599,1
C5614,M,34,30대,M,Y,용산구,2015,49,38,31,11,642,1
C5615,M,45,40대,M,N,서대문구,2015,96,40,41,56,289,3
C5616,M,26,20대,M,Y,용산구,2015,47,32,30,15,652,1
C5617,F,57,50대,M,N,관악구,2015,30,20,20,10,483,2
C5618,F,28,20대,S,N,용산구,2015,98,42,39,56,288,3
C5619,F,29,20대,M,Y,강남구,2015,28,25,18,3,446,2
C5620,M,50,50대,M,N,용산구,2015,44,35,27,9,654,1
C5621,F,21,20대,S,N,서대문구,2015,47,30,27,17,697,1
C5622,F,32,30대,M,Y,양천구,2015,76,45,37,31,248,3
C5623,M,23,20대,M,N,송파구,2015,70,41,37,29,243,5
C5624,F,24,20대,M,Y,양천구,2015,49,38,30,11,626,1
C5625,F,55,50대,M,N,용산구,2015,48,29,27,19,698,1
C5626,M,56,50대,S,N,서대문구,2015,43,33,32,10,648,1
C5627,F,57,50대,M,Y,용산구,2015,47,31,31,16,703,1
C5628,F,28,20대,M,N,송파구,2015,92,41,42,51,257,3
C5629,M,59,50대,M,Y,용산구,2015,49,31,31,18,703,1
C5630,M,40,40대,M,Y,강남구,2015,34,19,23,15,499,2
C5631,M,21,20대,S,N,용산구,2015,31,24,25,7,391,2
C5632,F,22,20대,S,N,강남구,2015,34,29,23,5,312,2
C5633,F,43,40대,M,Y,용산구,2015,77,44,35,33,252,3
C5634,M,24,20대,S,N,광진구,2015,38,29,24,9,322,2
C5635,F,35,30대,S,N,강남구,2015,63,36,34,27,567,5
C5636,F,56,50대,M,Y,광진구,2015,38,26,25,12,663,2
C5637,F,18,10대,S,N,동작구,2015,63,32,35,31,532,5
C5638,F,38,30대,M,N,광진구,2015,42,31,26,11,323,1
C5639,M,59,50대,M,N,서대문구,2015,70,40,36,30,244,5
C5640,M,30,30대,M,Y,송파구,2015,43,30,27,13,674,1
C5641,M,41,40대,M,Y,서대문구,2015,45,34,31,11,645,1
C5642,F,32,30대,M,N,서초구,2015,52,37,33,15,623,1
C5643,M,43,40대,S,N,서대문구,2015,84,45,42,39,278,3
C5644,F,44,40대,M,N,동작구,2015,49,35,33,14,623,1
C5645,M,45,40대,M,N,용산구,2015,89,43,41,46,263,3
C5646,F,46,40대,M,Y,서초구,2015,48,34,33,14,620,1
C5647,M,47,40대,S,N,동작구,2015,55,37,29,18,608,1
C5648,M,38,30대,M,N,양천구,2015,52,37,29,15,611,1
C5649,F,65,60대,M,N,마포구,2015,21,18,17,3,130,2
C5650,F,50,50대,S,N,서대문구,2015,79,42,42,37,279,3
C5651,M,41,40대,M,Y,동작구,2015,48,34,30,14,619,1
C5652,F,32,30대,S,N,동작구,2015,26,19,21,7,484,2
C5653,M,23,20대,M,Y,용산구,2015,83,36,41,47,299,3
C5654,M,34,30대,M,N,서대문구,2015,30,24,22,6,383,2
C5655,M,35,30대,M,Y,강남구,2015,76,26,32,50,209,3
C5656,M,46,40대,M,N,광진구,2015,53,36,32,17,616,1
C5657,F,37,30대,M,Y,마포구,2015,74,44,39,30,248,3
C5658,F,58,50대,S,N,서초구,2015,48,34,29,14,631,1
C5659,F,61,60대,M,N,서초구,2015,59,31,36,28,531,5
C5660,M,20,20대,S,N,서대문구,2015,83,39,36,44,281,3
C5661,M,41,40대,M,Y,서대문구,2015,56,32,33,24,563,5
C5662,M,42,40대,M,N,동작구,2015,51,34,29,17,609,1
C5663,F,43,40대,M,Y,용산구,2015,62,32,38,30,164,5
C5664,M,24,20대,S,N,송파구,2015,85,37,37,48,304,3
C5665,M,55,50대,M,N,송파구,2015,35,29,24,6,350,2
C5666,M,46,40대,S,N,강남구,2015,87,39,40,48,302,3
C5667,M,37,30대,S,N,관악구,2015,40,27,29,13,658,1
C5668,M,48,40대,S,N,송파구,2015,34,27,27,7,336,2
C5669,M,49,40대,M,Y,용산구,2015,79,44,39,35,251,3
C5670,M,40,40대,M,N,강남구,2015,47,29,27,18,698,1
C5671,F,21,20대,M,N,송파구,2015,86,43,42,43,267,3
C5672,F,32,30대,M,Y,강남구,2015,74,31,40,43,301,3
C5673,M,23,20대,S,N,마포구,2015,77,44,37,33,248,3
C5674,F,24,20대,S,N,양천구,2015,99,42,43,57,290,3
C5675,M,55,50대,M,N,마포구,2015,42,33,26,9,330,1
C5676,M,46,40대,M,Y,서대문구,2015,65,36,38,29,158,5
C5677,F,37,30대,S,N,용산구,2015,54,33,34,21,561,1
C5678,F,38,30대,M,Y,동작구,2015,77,30,36,47,292,3
C5679,F,39,30대,M,Y,마포구,2015,34,24,28,10,681,2
C5680,M,30,30대,M,N,용산구,2015,52,38,36,14,590,1
C5681,F,21,20대,M,Y,송파구,2015,36,24,28,12,681,2
C5682,M,22,20대,S,N,용산구,2015,47,30,28,17,697,1
C5683,M,43,40대,M,Y,용산구,2015,81,39,40,42,282,3
C5684,F,54,50대,M,Y,광진구,2015,37,30,24,7,331,2
C5685,F,55,50대,M,N,마포구,2015,52,29,27,23,544,1
C5686,F,36,30대,M,Y,용산구,2015,97,51,42,46,261,3
C5687,M,37,30대,S,N,서초구,2015,67,25,35,42,212,5
C5688,F,58,50대,M,N,마포구,2015,16,16,14,0,147,4
C5689,M,39,30대,M,Y,동작구,2015,50,36,33,14,623,1
C5690,M,20,20대,M,N,강남구,2015,69,36,34,33,170,5
C5691,F,31,30대,M,Y,용산구,2015,49,33,28,16,652,1
C5692,F,32,30대,M,Y,강남구,2015,88,51,40,37,232,3
C5693,M,53,50대,M,Y,동작구,2015,57,41,35,16,598,1
C5694,F,44,40대,M,Y,마포구,2015,91,43,44,48,255,3
C5695,F,55,50대,M,N,강남구,2015,60,30,33,30,199,5
C5696,F,36,30대,M,Y,용산구,2015,60,39,35,21,571,1
C5697,M,37,30대,S,N,서초구,2015,64,31,35,33,532,5
C5698,F,48,40대,M,Y,강남구,2015,81,49,42,32,234,3
C5699,F,66,60대,S,N,송파구,2015,70,24,36,46,211,5
C5700,M,30,30대,S,N,강남구,2015,54,36,33,18,587,1
C5701,F,51,50대,S,N,용산구,2015,28,23,21,5,385,2
C5702,M,32,30대,M,N,서초구,2015,69,46,37,23,241,5
C5703,M,23,20대,S,N,광진구,2015,83,35,39,48,304,3
C5704,M,24,20대,M,Y,용산구,2015,79,40,40,39,283,3
C5705,F,45,40대,M,N,마포구,2015,50,37,33,13,613,1
C5706,M,26,20대,S,N,강남구,2015,74,44,37,30,249,5
C5707,M,37,30대,M,Y,동작구,2015,74,48,33,26,242,5
C5708,F,28,20대,S,N,동작구,2015,54,36,29,18,608,1
C5709,M,29,20대,S,N,송파구,2015,53,38,31,15,610,1
C5710,M,20,20대,M,N,서대문구,2015,46,36,33,10,636,1
C5711,F,31,30대,M,Y,강남구,2015,50,33,34,17,584,1
C5712,M,52,50대,M,N,서대문구,2015,45,36,30,9,646,1
C5713,M,43,40대,M,Y,광진구,2015,82,30,38,52,293,3
C5714,F,24,20대,M,N,관악구,2015,54,37,35,17,600,1
C5715,F,35,30대,M,Y,서초구,2015,69,33,34,36,179,5
C5716,F,56,50대,M,Y,마포구,2015,36,25,22,11,492,2
C5717,F,47,40대,M,N,양천구,2015,44,32,29,12,661,1
C5718,M,38,30대,M,Y,동작구,2015,44,36,31,8,625,1
C5719,M,59,50대,M,Y,서대문구,2015,82,42,41,40,279,3
C5720,F,20,20대,S,N,서대문구,2015,21,17,17,4,103,2
C5721,M,41,40대,M,Y,마포구,2015,45,35,33,10,617,1
C5722,M,19,10대,S,N,마포구,2015,79,49,41,30,236,3
C5723,M,43,40대,M,Y,송파구,2015,30,24,24,6,390,2
C5724,F,34,30대,S,Y,관악구,2015,86,42,37,44,273,3
C5725,F,35,30대,M,Y,송파구,2015,29,22,23,7,389,2
C5726,F,56,50대,M,N,양천구,2015,41,25,26,16,457,1
C5727,M,47,40대,M,Y,서대문구,2015,39,28,24,11,675,2
C5728,M,48,40대,M,Y,마포구,2015,45,33,31,12,618,1
C5729,M,39,30대,M,Y,마포구,2015,32,27,20,5,356,2
C5730,F,30,30대,M,N,용산구,2015,32,25,26,7,391,2
C5731,M,51,50대,S,N,관악구,2015,33,26,23,7,363,2
C5732,M,52,50대,S,N,강남구,2015,49,36,28,13,655,1
C5733,M,53,50대,M,N,용산구,2015,36,24,27,12,682,2
C5734,F,24,20대,M,Y,송파구,2015,34,24,27,10,681,2
C5735,F,55,50대,M,N,서초구,2015,46,31,28,15,693,1
C5736,F,36,30대,M,Y,용산구,2015,51,36,33,15,585,1
C5737,F,27,20대,S,N,광진구,2015,27,22,19,5,487,2
C5738,F,38,30대,M,N,광진구,2015,50,31,35,19,559,1
C5739,M,29,20대,S,N,양천구,2015,40,30,30,10,659,1
C5740,M,40,40대,M,Y,용산구,2015,30,21,22,9,502,2
C5741,M,21,20대,S,N,송파구,2015,32,23,21,9,387,2
C5742,F,22,20대,M,N,관악구,2015,51,39,32,12,621,1
C5743,M,43,40대,M,Y,용산구,2015,39,26,27,13,668,1
C5744,F,24,20대,S,N,용산구,2015,66,37,33,29,565,5
C5745,F,35,30대,M,Y,용산구,2015,81,44,40,37,276,3
C5746,F,26,20대,S,N,광진구,2015,74,40,33,34,168,5
C5747,M,37,30대,M,N,강남구,2015,50,31,31,19,703,1
C5748,M,28,20대,M,Y,동작구,2015,48,33,32,15,620,1
C5749,F,60,60대,S,N,용산구,2015,47,37,31,10,646,1
C5750,F,20,20대,M,N,마포구,2015,84,35,39,49,304,3
C5751,M,21,20대,M,N,마포구,2015,51,36,33,15,614,1
C5752,M,22,20대,M,N,용산구,2015,54,34,32,20,562,1
C5753,F,23,20대,M,N,양천구,2015,45,31,27,14,661,1
C5754,M,34,30대,S,N,광진구,2015,28,19,22,9,481,2
C5755,F,25,20대,S,N,양천구,2015,46,28,32,18,688,1
C5756,M,46,40대,M,N,서대문구,2015,70,34,34,36,185,5
C5757,F,37,30대,M,N,강남구,2015,41,26,24,15,667,2
C5758,F,28,20대,S,N,서대문구,2015,47,31,30,16,704,1
C5759,M,63,60대,S,N,용산구,2015,91,41,43,50,259,3
C5760,M,20,20대,M,N,용산구,2015,34,20,19,14,513,2
C5761,F,21,20대,S,N,양천구,2015,81,45,40,36,227,3
C5762,M,22,20대,S,N,용산구,2015,85,42,38,43,280,3
C5763,M,33,30대,M,N,강남구,2015,30,21,23,9,502,2
C5764,F,34,30대,M,N,송파구,2015,51,32,26,19,696,1
C5765,M,35,30대,S,N,용산구,2015,39,33,28,6,320,1
C5766,F,36,30대,M,Y,동작구,2015,46,36,33,10,625,1
C5767,M,47,40대,M,Y,서대문구,2015,34,27,24,7,376,2
C5768,F,48,40대,M,Y,용산구,2015,41,29,27,12,674,1
C5769,M,66,60대,S,N,송파구,2015,45,29,34,16,691,1
C5770,M,20,20대,S,N,강남구,2015,69,38,39,31,159,5
C5771,M,21,20대,M,N,광진구,2015,51,32,28,19,696,1
C5772,F,32,30대,M,Y,송파구,2015,50,32,29,18,696,1
C5773,M,33,30대,M,N,양천구,2015,47,35,32,12,617,1
C5774,M,44,40대,M,N,용산구,2015,41,29,24,12,675,1
C5775,F,35,30대,S,N,서초구,2015,72,31,33,41,217,5
C5776,M,36,30대,S,N,관악구,2015,54,38,31,16,622,1
C5777,F,47,40대,S,N,양천구,2015,52,38,30,14,611,1
C5778,F,28,20대,M,Y,관악구,2015,15,13,14,2,140,4
C5779,M,19,10대,S,N,양천구,2015,40,25,23,15,456,2
C5780,M,40,40대,M,N,강남구,2015,46,29,33,17,703,1
C5781,F,41,40대,M,Y,서대문구,2015,46,35,32,11,645,1
C5782,M,22,20대,M,Y,송파구,2015,42,28,29,14,665,1
C5783,M,43,40대,M,Y,용산구,2015,57,40,35,17,582,1
C5784,F,44,40대,M,Y,강남구,2015,50,37,37,13,590,1
C5785,M,25,20대,S,N,용산구,2015,39,36,28,3,319,1
C5786,M,26,20대,M,Y,마포구,2015,40,24,24,16,456,2
C5787,M,47,40대,S,N,강남구,2015,42,29,27,13,674,1
C5788,F,38,30대,S,N,강남구,2015,27,22,20,5,442,2
C5789,M,39,30대,S,N,마포구,2015,28,22,22,6,388,2
C5790,F,20,20대,S,N,강남구,2015,80,38,37,42,281,3
C5791,M,51,50대,M,N,서초구,2015,53,36,32,17,606,1
C5792,M,42,40대,M,Y,용산구,2015,43,27,25,16,667,1
C5793,M,33,30대,M,N,서초구,2015,42,32,32,10,624,1
C5794,M,44,40대,M,N,서대문구,2015,43,32,27,11,340,1
C5795,F,35,30대,M,N,양천구,2015,87,36,39,51,294,3
C5796,M,56,50대,M,N,강남구,2015,67,34,33,33,170,5
C5797,F,27,20대,S,N,서대문구,2015,33,30,22,3,308,2
C5798,F,38,30대,M,N,강남구,2015,55,33,33,22,561,1
C5799,F,61,60대,S,N,용산구,2015,37,24,24,13,498,2
C5800,M,20,20대,M,N,송파구,2015,18,17,15,1,104,4
C5801,M,31,30대,S,N,서대문구,2015,44,28,28,16,697,1
C5802,M,22,20대,S,N,양천구,2015,45,33,34,12,617,1
C5803,F,23,20대,S,N,광진구,2015,22,20,20,2,445,2
C5804,F,24,20대,M,N,마포구,2015,69,39,36,30,243,5
